"6763,William Clinton,23-Dec-94,23,66,11,0,0,0,1,""To Implement the Trade Agreements Resulting From the Uruguay Round of Multilateral Trade Negations, and for Other Purposes"",None Listed,"""",3,3,3,2,7,1,2,""Trade Act 1974, Omnibus 1988, NAFTA, and Uruguay Round Agreements Act"",17,D,258,176,1,57,43,1,40.25,146.199996948242,146.699996948242,147.199996948242,147.399993896484,147.5,148,148.399993896484,149,149.399993896484,149.5,149.699996948242,149.699996948242,2.59999990463257,6.59999990463257,6.59999990463257,6.5,6.40000009536743,6.09999990463257,6.09999990463257,6.09999990463257,6,5.90000009536743,5.80000019073486,5.59999990463257,5.5,6.09999990463257,""6,911.00"",""7,030.60"",""7,115.10"",""7,232.20"",""7,072.20"",6657.39990234375,414.799987792969,""6,922.40"",512.599975585938,663.299987792969,-150.699996948242,3.5,0,0,1,0,0,0,1,0,0,0,17.25,1,17.25,1,1";
"6778,William Clinton,17-Mar-95,32,59,9,0,0,0,0,To Amend the Generalized System of Preferences,West Bank and Gaza Strip,0.3,1,1,1,2,4,4,2,Trade Act 1974,13,D,204,230,0,48,52,0,44.689998626709,150.300003051758,150.899993896484,151.399993896484,151.899993896484,152.199996948242,152.5,152.5,152.899993896484,153.199996948242,153.699996948242,153.600006103516,153.5,2.79999995231628,5.59999990463257,5.40000009536743,5.40000009536743,5.80000019073486,5.59999990463257,5.59999990463257,5.69999980926514,5.69999980926514,5.59999990463257,5.5,5.59999990463257,5.6,5.59999990463257,""7,298.30"",""7,337.70"",""7,432.10"",""7,522.50"",""7,397.70"",7072.2001953125,325.5,""7,420.90"",584.700012207031,743.400024414063,-158.699996948242,4.4,0,1,1,0,0,1,0,0,0,0,12.6899995803833,1,12.689998626709,0,0";
"6780,William Clinton,23-Mar-95,32,59,9,0,0,0,0,""To Implement Certain Provisions of Trade Agreements Resulting From the Uruguay Round of Multilateral Trade Negotiations, and for Other Purposes"",None Listed,"""",3,3,3,2,7,1,2,""Title 3 Section 301, Trade Act 1974, Trade Agreements Act 1979, Omnibus 1988, Uruguay Round Agreements Act"",17,D,204,230,0,48,52,0,43.5400009155273,150.300003051758,150.899993896484,151.399993896484,151.899993896484,152.199996948242,152.5,152.5,152.899993896484,153.199996948242,153.699996948242,153.600006103516,153.5,2.79999995231628,5.59999990463257,5.40000009536743,5.40000009536743,5.80000019073486,5.59999990463257,5.59999990463257,5.69999980926514,5.69999980926514,5.59999990463257,5.5,5.59999990463257,5.6,5.59999990463257,""7,298.30"",""7,337.70"",""7,432.10"",""7,522.50"",""7,397.70"",7072.2001953125,325.5,""7,420.90"",584.700012207031,743.400024414063,-158.699996948242,4.4,0,0,1,0,0,0,1,0,0,0,11.539999961853,1,11.5400009155273,0,0";
"6804,William Clinton,22-May-95,33,55,12,0,0,0,0,To Modify the Duty-Free Treatment Under the Generalized System of Preferences and For Other Purposes,Certain beneficiary developing countries,"""",3,1,1,1,4,3,2,Trade Act 1974,13,D,204,230,0,48,52,0,41.7700004577637,150.300003051758,150.899993896484,151.399993896484,151.899993896484,152.199996948242,152.5,152.5,152.899993896484,153.199996948242,153.699996948242,153.600006103516,153.5,2.79999995231628,5.59999990463257,5.40000009536743,5.40000009536743,5.80000019073486,5.59999990463257,5.59999990463257,5.69999980926514,5.69999980926514,5.59999990463257,5.5,5.59999990463257,5.6,5.59999990463257,""7,298.30"",""7,337.70"",""7,432.10"",""7,522.50"",""7,397.70"",7072.2001953125,325.5,""7,420.90"",584.700012207031,743.400024414063,-158.699996948242,4.4,1,1,0,0,0,1,0,0,0,0,8.77000045776367,1,8.77000045776367,0,0";
"6813,William Clinton,28-Jul-95,35,55,10,0,0,0,0,To Amend the Generalized System of Preferences,""Maldives, Thailand"",-10.9,3,1,1,3,4,4,2,Trade Act 1974,13,D,204,230,0,48,52,0,46.8199996948242,150.300003051758,150.899993896484,151.399993896484,151.899993896484,152.199996948242,152.5,152.5,152.899993896484,153.199996948242,153.699996948242,153.600006103516,153.5,2.79999995231628,5.59999990463257,5.40000009536743,5.40000009536743,5.80000019073486,5.59999990463257,5.59999990463257,5.69999980926514,5.69999980926514,5.59999990463257,5.5,5.59999990463257,5.6,5.59999990463257,""7,298.30"",""7,337.70"",""7,432.10"",""7,522.50"",""7,397.70"",7072.2001953125,325.5,""7,420.90"",584.700012207031,743.400024414063,-158.699996948242,4.4,0,1,0,0,0,1,0,0,0,0,11.8199996948242,1,11.8199996948242,0,0";
"6821,William Clinton,12-Sep-95,30,60,10,0,0,0,0,""To Establish Tariff-Rate Quotas on Certain Tobacco, Eliminate Tarriffs on Certain Other Tobacco, and for Other Purposes"",Argentina and Uruguay,2428.4,3,3,1,2,7,4,2,""Title 3 Section 301, Trade Act 1974, Uruguay Round Agreement Act"",6,D,204,230,0,48,52,0,47.7299995422363,150.300003051758,150.899993896484,151.399993896484,151.899993896484,152.199996948242,152.5,152.5,152.899993896484,153.199996948242,153.699996948242,153.600006103516,153.5,2.79999995231628,5.59999990463257,5.40000009536743,5.40000009536743,5.80000019073486,5.59999990463257,5.59999990463257,5.69999980926514,5.69999980926514,5.59999990463257,5.5,5.59999990463257,5.6,5.59999990463257,""7,298.30"",""7,337.70"",""7,432.10"",""7,522.50"",""7,397.70"",7072.2001953125,325.5,""7,420.90"",584.700012207031,743.400024414063,-158.699996948242,4.4,0,0,1,1,0,1,0,0,0,0,17.7299995422363,1,17.7299995422363,0,0";
"6767,William Clinton,3-Dec-95,26,64,10,1,0,0,0,To Amend the Generalized System of Preferences,"""","""",1,1,1,1,4,3,1,"""",13,D,204,230,0,48,52,0,50.9799995422363,150.300003051758,150.899993896484,151.399993896484,151.899993896484,152.199996948242,152.5,152.5,152.899993896484,153.199996948242,153.699996948242,153.600006103516,153.5,2.79999995231628,5.59999990463257,5.40000009536743,5.40000009536743,5.80000019073486,5.59999990463257,5.59999990463257,5.69999980926514,5.69999980926514,5.59999990463257,5.5,5.59999990463257,5.6,5.59999990463257,""7,298.30"",""7,337.70"",""7,432.10"",""7,522.50"",""7,397.70"",7072.2001953125,325.5,""7,420.90"",584.700012207031,743.400024414063,-158.699996948242,4.4,1,1,0,0,0,1,0,0,0,0,24.9799995422363,1,24.9799995422363,0,0";
"6857,William Clinton,11-Dec-95,26,64,10,1,0,0,0,""To Modify the Harmonized Tariff Schedule of the United States to Provide Rules of Origin Under the North American Free Trade Agreement for Affected Goods, and For Other Purposes"",Canada and Mexico,-17143.9,3,1,1,2,7,1,2,""Trade Act 1974, Omnibus 1988, NAFTA, and Uruguay Round Agreements Act"",17,D,204,230,0,48,52,0,50.9799995422363,150.300003051758,150.899993896484,151.399993896484,151.899993896484,152.199996948242,152.5,152.5,152.899993896484,153.199996948242,153.699996948242,153.600006103516,153.5,2.79999995231628,5.59999990463257,5.40000009536743,5.40000009536743,5.80000019073486,5.59999990463257,5.59999990463257,5.69999980926514,5.69999980926514,5.59999990463257,5.5,5.59999990463257,5.6,5.59999990463257,""7,298.30"",""7,337.70"",""7,432.10"",""7,522.50"",""7,397.70"",7072.2001953125,325.5,""7,420.90"",584.700012207031,743.400024414063,-158.699996948242,4.4,0,1,1,0,0,0,1,0,0,0,24.9799995422363,1,24.9799995422363,0,0";
"6859,William Clinton,13-Dec-95,26,64,10,1,0,0,0,To Modify the Tariff-Rate Quota on Italian-Type Cheeses From Poland,Poland,112.5,1,1,1,2,7,1,2,Trade Act 1974 and URAA,17,D,204,230,0,48,52,0,50.9799995422363,150.300003051758,150.899993896484,151.399993896484,151.899993896484,152.199996948242,152.5,152.5,152.899993896484,153.199996948242,153.699996948242,153.600006103516,153.5,2.79999995231628,5.59999990463257,5.40000009536743,5.40000009536743,5.80000019073486,5.59999990463257,5.59999990463257,5.69999980926514,5.69999980926514,5.59999990463257,5.5,5.59999990463257,5.6,5.59999990463257,""7,298.30"",""7,337.70"",""7,432.10"",""7,522.50"",""7,397.70"",7072.2001953125,325.5,""7,420.90"",584.700012207031,743.400024414063,-158.699996948242,4.4,0,1,1,0,0,0,1,0,0,0,24.9799995422363,1,24.9799995422363,0,0";
"6914,William Clinton,26-Aug-96,39,49,13,1,0,1,1,To Modify the Allocation of Tariff-Rate Quotas For Certain Cheeses,""Austria, Finland, Sweden and other Euro Community Countries"",-190.4,3,2,3,2,7,1,2,""Trade Act 1974, URAA, and Title 3 Section 301"",6,D,204,230,0,48,52,0,52.7700004577637,154.399993896484,154.899993896484,155.699996948242,156.300003051758,156.600006103516,156.699996948242,157,157.300003051758,157.800003051758,158.300003051758,158.600006103516,158.600006103516,3,5.59999990463257,5.5,5.5,5.59999990463257,5.59999990463257,5.30000019073486,5.5,5.09999990463257,5.19999980926514,5.19999980926514,5.40000009536743,5.4,5.40000009536743,""7,624.10"",""7,776.60"",""7,866.20"",""8,000.40"",""7,816.80"",7397.7001953125,419.100006103516,""7,831.20"",625.099975585938,795.299987792969,-170.199996948242,3.8,0,0,1,1,0,0,1,0,0,0,13.7700004577637,1,13.7700004577637,0,0";
"6922,William Clinton,27-Sep-96,32,55,13,1,0,1,1,To Extend Nondiscriminatory Treatment (Most-Favored-Nation Treatment) to the Products of Bulgaria,Bulgaria,11,1,2,3,2,3,1,2,Public Law 104-162,13,D,204,230,0,48,52,0,56.7200012207031,154.399993896484,154.899993896484,155.699996948242,156.300003051758,156.600006103516,156.699996948242,157,157.300003051758,157.800003051758,158.300003051758,158.600006103516,158.600006103516,3,5.59999990463257,5.5,5.5,5.59999990463257,5.59999990463257,5.30000019073486,5.5,5.09999990463257,5.19999980926514,5.19999980926514,5.40000009536743,5.4,5.40000009536743,""7,624.10"",""7,776.60"",""7,866.20"",""8,000.40"",""7,816.80"",7397.7001953125,419.100006103516,""7,831.20"",625.099975585938,795.299987792969,-170.199996948242,3.8,0,0,1,0,0,0,1,0,1,0,24.7199993133545,1,24.7200012207031,0,0";
"6942,William Clinton,17-Oct-96,34,51,15,1,0,1,1,To Amend the Generalized System of Preferences,""Malaysia, Cyprus, Aruba, Macau, Netherlands Antilles, Greenland, Cayman Islands, Pakistan, Guinea-Bissau, Yemen, Botswana, Western Samoa, Angola, Ethiopia, Madagascar, Zaire, and Zambia"",""-9,282.50"",3,1,1,3,7,4,2,""Trade Act 1974, Title 3 Section 301"",17,D,204,230,0,48,52,0,54.2999992370606,154.399993896484,154.899993896484,155.699996948242,156.300003051758,156.600006103516,156.699996948242,157,157.300003051758,157.800003051758,158.300003051758,158.600006103516,158.600006103516,3,5.59999990463257,5.5,5.5,5.59999990463257,5.59999990463257,5.30000019073486,5.5,5.09999990463257,5.19999980926514,5.19999980926514,5.40000009536743,5.4,5.40000009536743,""7,624.10"",""7,776.60"",""7,866.20"",""8,000.40"",""7,816.80"",7397.7001953125,419.100006103516,""7,831.20"",625.099975585938,795.299987792969,-170.199996948242,3.8,0,1,0,0,0,1,0,0,0,0,20.2999992370605,1,20.2999992370605,0,0";
"6948,William Clinton,29-Oct-96,34,51,15,1,0,1,1,To Modify Provisions on Upland Cotton and for Other Purposes,None Listed,"""",2,1,1,1,7,1,2,""Trade Act 1974, Omnibus 1988, NAFTA, URAA, and Federal Agriculture Improvement Act 1996"",6,D,204,230,0,48,52,0,55.2099990844727,154.399993896484,154.899993896484,155.699996948242,156.300003051758,156.600006103516,156.699996948242,157,157.300003051758,157.800003051758,158.300003051758,158.600006103516,158.600006103516,3,5.59999990463257,5.5,5.5,5.59999990463257,5.59999990463257,5.30000019073486,5.5,5.09999990463257,5.19999980926514,5.19999980926514,5.40000009536743,5.4,5.40000009536743,""7,624.10"",""7,776.60"",""7,866.20"",""8,000.40"",""7,816.80"",7397.7001953125,419.100006103516,""7,831.20"",625.099975585938,795.299987792969,-170.199996948242,3.8,1,1,0,1,0,0,1,0,0,0,21.2099990844727,1,21.2099990844727,0,0";
"6951,William Clinton,7-Nov-96,34,51,15,1,0,1,1,To Extend Nondiscriminatory Treatment (Most-Favored-Nation Treatment) to the Products of Romania,Romania,17,1,1,1,2,3,1,2,Public Law 104-171,13,D,204,230,0,48,52,0,55.2099990844727,154.399993896484,154.899993896484,155.699996948242,156.300003051758,156.600006103516,156.699996948242,157,157.300003051758,157.800003051758,158.300003051758,158.600006103516,158.600006103516,3,5.59999990463257,5.5,5.5,5.59999990463257,5.59999990463257,5.30000019073486,5.5,5.09999990463257,5.19999980926514,5.19999980926514,5.40000009536743,5.4,5.40000009536743,""7,624.10"",""7,776.60"",""7,866.20"",""8,000.40"",""7,816.80"",7397.7001953125,419.100006103516,""7,831.20"",625.099975585938,795.299987792969,-170.199996948242,3.8,0,1,1,0,0,0,1,0,1,0,21.2099990844727,1,21.2099990844727,0,0";
"6955,William Clinton,13-Nov-96,34,51,15,1,0,1,1,To Provide Duty-Free Treatment to Products of the West Bank and the Gaza Strip Qualifying Industrial Zones,West Bank and Gaza Strip,0.3,1,1,1,2,7,1,2,""Title 3 Section 301, US-Israel Free Trade Implementation Act 1985, Trade Act 1974"",13,D,204,230,0,48,52,0,57.939998626709,154.399993896484,154.899993896484,155.699996948242,156.300003051758,156.600006103516,156.699996948242,157,157.300003051758,157.800003051758,158.300003051758,158.600006103516,158.600006103516,3,5.59999990463257,5.5,5.5,5.59999990463257,5.59999990463257,5.30000019073486,5.5,5.09999990463257,5.19999980926514,5.19999980926514,5.40000009536743,5.4,5.40000009536743,""7,624.10"",""7,776.60"",""7,866.20"",""8,000.40"",""7,816.80"",7397.7001953125,419.100006103516,""7,831.20"",625.099975585938,795.299987792969,-170.199996948242,3.8,0,1,1,0,0,0,1,0,0,0,23.9400005340576,1,23.939998626709,0,0";
"6961,William Clinton,28-Nov-96,34,51,15,1,0,1,1,To Facilitate Positive Adjustment to Competition From Imports of Broom Corn Brooms,""Mexico, Canada, and Israel"",""-17,505.60"",3,1,1,1,7,1,2,Trade Act 1974,17,D,204,230,0,48,52,0,57.939998626709,154.399993896484,154.899993896484,155.699996948242,156.300003051758,156.600006103516,156.699996948242,157,157.300003051758,157.800003051758,158.300003051758,158.600006103516,158.600006103516,3,5.59999990463257,5.5,5.5,5.59999990463257,5.59999990463257,5.30000019073486,5.5,5.09999990463257,5.19999980926514,5.19999980926514,5.40000009536743,5.4,5.40000009536743,""7,624.10"",""7,776.60"",""7,866.20"",""8,000.40"",""7,816.80"",7397.7001953125,419.100006103516,""7,831.20"",625.099975585938,795.299987792969,-170.199996948242,3.8,1,1,0,0,0,0,1,0,0,0,23.9400005340576,1,23.939998626709,0,0";
"6962,William Clinton,2-Dec-96,41,49,10,1,0,1,1,To Implement the United States-Israel Agreement on Trade in Agriculture Products,Israel,-421.8,1,2,3,2,7,1,2,US-Israel Free Trade Area Implementation Act and Trade Act 1974,6,D,204,230,0,48,52,0,57.6199989318848,154.399993896484,154.899993896484,155.699996948242,156.300003051758,156.600006103516,156.699996948242,157,157.300003051758,157.800003051758,158.300003051758,158.600006103516,158.600006103516,3,5.59999990463257,5.5,5.5,5.59999990463257,5.59999990463257,5.30000019073486,5.5,5.09999990463257,5.19999980926514,5.19999980926514,5.40000009536743,5.4,5.40000009536743,""7,624.10"",""7,776.60"",""7,866.20"",""8,000.40"",""7,816.80"",7397.7001953125,419.100006103516,""7,831.20"",625.099975585938,795.299987792969,-170.199996948242,3.8,0,0,1,1,0,0,1,0,0,0,16.6200008392334,1,16.6199989318848,0,0";
"6969,William Clinton,27-Jan-97,45,45,10,1,0,0,0,""To Modify Application of Duty-Free Treatment of Certain Articles Under the Generalized System of Preferences, and For other Purposes"",None Listed,"""",3,1,1,1,7,1,2,""Trade Act 1974, CBERA, Andean Trade Preference Act, and Title 3 Section 301"",17,D,206,228,0,45,55,0,59.7799987792969,159.100006103516,159.600006103516,160,160.199996948242,160.100006103516,160.300003051758,160.5,160.800003051758,161.199996948242,161.600006103516,161.5,161.300003051758,2.29999995231628,5.30000019073486,5.19999980926514,5.19999980926514,5.09999990463257,4.90000009536743,5,4.90000009536743,4.80000019073486,4.90000009536743,4.69999980926514,4.59999990463257,4.7,4.90000009536743,""8,113.80"",""8,250.40"",""8,381.90"",""8,471.20"",""8,304.30"",7816.7998046875,487.5,""8,325.80"",689.200012207031,870.700012207031,-181.5,5.4,1,1,0,0,0,0,1,0,0,0,14.7799997329712,1,14.7799987792969,0,0";
"6982,William Clinton,1-Apr-97,30,59,11,1,0,0,0,To Implement an Agreement to Eliminate Tariffs on Certain Pharmaceuticals and Chemical Intermediates,None Listed,"""",2,1,1,2,7,1,2,URAA and Trade Act 1974,17,D,206,228,0,45,55,0,54.2700004577637,159.100006103516,159.600006103516,160,160.199996948242,160.100006103516,160.300003051758,160.5,160.800003051758,161.199996948242,161.600006103516,161.5,161.300003051758,2.29999995231628,5.30000019073486,5.19999980926514,5.19999980926514,5.09999990463257,4.90000009536743,5,4.90000009536743,4.80000019073486,4.90000009536743,4.69999980926514,4.59999990463257,4.7,4.90000009536743,""8,113.80"",""8,250.40"",""8,381.90"",""8,471.20"",""8,304.30"",7816.7998046875,487.5,""8,325.80"",689.200012207031,870.700012207031,-181.5,5.4,0,1,1,0,0,0,1,0,0,0,24.2700004577637,1,24.2700004577637,0,0";
"6988,William Clinton,11-Apr-97,32,59,9,1,0,0,0,To Modify Application of Duty-Free Treatment Under the Generalized System of Preferences,Argentina,3582,1,1,1,1,4,4,2,Trade Act 1974,13,D,206,228,0,45,55,0,54.2700004577637,159.100006103516,159.600006103516,160,160.199996948242,160.100006103516,160.300003051758,160.5,160.800003051758,161.199996948242,161.600006103516,161.5,161.300003051758,2.29999995231628,5.30000019073486,5.19999980926514,5.19999980926514,5.09999990463257,4.90000009536743,5,4.90000009536743,4.80000019073486,4.90000009536743,4.69999980926514,4.59999990463257,4.7,4.90000009536743,""8,113.80"",""8,250.40"",""8,381.90"",""8,471.20"",""8,304.30"",7816.7998046875,487.5,""8,325.80"",689.200012207031,870.700012207031,-181.5,5.4,1,1,0,0,0,1,0,0,0,0,22.2700004577637,1,22.2700004577637,0,0";
"7007,William Clinton,30-May-97,42,44,14,1,0,0,0,To Modify Duty-Free Treatment Under the Generalized System of Preferences,Cambodia and other least developed beneficiary developing countries,-84.3,3,1,1,1,4,3,2,Trade Act 1974,17,D,206,228,0,45,55,0,56.4500007629395,159.100006103516,159.600006103516,160,160.199996948242,160.100006103516,160.300003051758,160.5,160.800003051758,161.199996948242,161.600006103516,161.5,161.300003051758,2.29999995231628,5.30000019073486,5.19999980926514,5.19999980926514,5.09999990463257,4.90000009536743,5,4.90000009536743,4.80000019073486,4.90000009536743,4.69999980926514,4.59999990463257,4.7,4.90000009536743,""8,113.80"",""8,250.40"",""8,381.90"",""8,471.20"",""8,304.30"",7816.7998046875,487.5,""8,325.80"",689.200012207031,870.700012207031,-181.5,5.4,1,1,0,0,0,1,0,0,0,0,14.4499998092651,1,14.4500007629395,0,0";
"7011,William Clinton,30-Jun-97,34,55,7,1,0,0,0,To Implement the World Trade Organization Ministerial Declaration on Trade in Information Technology Products and the Agreements on Distilled Spirits,42 WTO Members and 15 EU Countries,"""",3,2,3,2,7,1,2,URAA and Trade Act 1974,17,D,206,228,0,45,55,0,55.310001373291,159.100006103516,159.600006103516,160,160.199996948242,160.100006103516,160.300003051758,160.5,160.800003051758,161.199996948242,161.600006103516,161.5,161.300003051758,2.29999995231628,5.30000019073486,5.19999980926514,5.19999980926514,5.09999990463257,4.90000009536743,5,4.90000009536743,4.80000019073486,4.90000009536743,4.69999980926514,4.59999990463257,4.7,4.90000009536743,""8,113.80"",""8,250.40"",""8,381.90"",""8,471.20"",""8,304.30"",7816.7998046875,487.5,""8,325.80"",689.200012207031,870.700012207031,-181.5,5.4,0,0,1,0,0,0,1,0,0,0,21.3099994659424,1,21.310001373291,0,0";
